Contract Description,Vendor Name,Amount,Start Date,Contract No.,C.O. No.,Line No,SOA No.,Department,Contract Type,Tender Class,Community,Type,Fiscal Year
C5 MHYD32P HYDRAULIC OIL 20L 90656/99001/7 DESTRUCTION,NORTH 60 PETRO LTD            ,$216.00,2010-10-15,166431,,7,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
A30 S530C 5W30 OIL 1L 94328/99001/10 BLANCHARD,NORTH 60 PETRO LTD            ,$88.00,2010-10-15,166431,,14,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
18739 COUPLERS MALE 90196/23182/18.,INLAND KENWORTH               ,$18.00,2010-10-19,166435,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
69781 DURAMIDE BEARINGS. 90036/23190/1hd.,INLAND KENWORTH               ,$450.00,2010-10-19,166435,,14,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
0558001613 1/2 COPPER 91549/0214-35/1T,CDACKLANDSWH,$32.00,2010-10-15,166437,,7,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
SST100 SOAP STONE FLAT ( 144 PCS )91857/99000/1T,CDACKLANDSWH,$22.00,2010-10-15,166437,,10,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
MRK96960 MARKER PAINT WHITE 91857/99000/1T,CDACKLANDSWH,$20.00,2010-10-15,166437,,12,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
C5405X5X4 FITTINGS 82015-18/99002/1HD,UAP INC                       ,$30.00,2010-11-29,166795,,34,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
 C3069X2 FITTINGS 82015-18/99002/1HD,UAP INC                       ,$2.00,2010-11-29,166795,,41,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
 C3069X2 FITTINGS 82015-18/99002/1HD,UAP INC                       ,$10.00,2010-11-29,166795,,41,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
C3069X8 FITTINGS 82015-18/99002/1HD,UAP INC                       ,$40.00,2010-11-29,166795,,43,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
C5229X4 FITTINGS 82015-18/99002/1HD,UAP INC                       ,$20.00,2010-11-29,166795,,49,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
C5229X24 FITTINGS 82015-18/99002/1HD,UAP INC                       ,$14.00,2010-11-29,166795,,57,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
1462X6 FTG. 86438/99002/6,UAP INC                       ,$40.00,2010-11-29,166795,,60,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
AT102999 (AT174643) SEAT ASSY. 91755/21312/15.,BRANDT TRACTOR LTD            ,"$2,211.00",2010-11-29,166798,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
2800LC ALTERNATOR 73237/P11251/1HD,UAP INC                       ,$454.00,2010-11-29,166801,,11,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
90014246 ALTERNATOR 92562/46065/058026/1A,CDNIS,$160.00,2010-11-29,166802,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
7K9208 SEAL 86443/21304/058045/6,FINNING INTERNATIONAL INC     ,$104.00,2010-11-30,166803,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
4N1151 GASKET ENGINE OIL PAN 91575/P11258/1HD,FINNING INTERNATIONAL INC     ,$24.00,2010-11-30,166803,,13,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
2B3147 GASKET 92153/P23158/1HD,FINNING INTERNATIONAL INC     ,$20.00,2010-11-30,166803,,20,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
A30 S530C SAE5W30 OIL 74584/99001/13,NORTH 60 PETRO LTD            ,$440.00,2010-11-30,166804,,7,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
A22 SRT1540F SAE15W40 OIL 74584/99001/13,NORTH 60 PETRO LTD            ,$767.00,2010-11-30,166804,,8,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
TURE TAX $5.00 EACH 75780/P18500/29,YUKON TIRE CENTRE INC         ,$20.00,2010-11-29,166806,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
19162960 WIPER BLADE 86379/P20555/6,KLONDIKE MOTORS INC O/A       ,$72.00,2010-11-29,166807,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
6V6777 LATCH DOOR 90234/P21307/18 TESLIN,FINNING INTERNATIONAL INC     ,$125.00,2011-01-06,167137,,9,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
6V1155 STRIKER ASSY 90234/P21307/18 TESLIN,FINNING INTERNATIONAL INC     ,$19.00,2011-01-06,167137,,10,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
RE61693 BASE FUEL FILTER 03400/P56557/1HD,BRANDT TRACTOR LTD            ,$77.00,2011-01-06,167138,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
A4827R WASHER *P1* 86575/P21314/6 DAWSON,BRANDT TRACTOR LTD            ,$4.00,2011-01-06,167144,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"R56461 GASKET,THERMO *P1* 86575/P21314/6 DAWSON",BRANDT TRACTOR LTD            ,$4.00,2011-01-06,167144,,10,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
06U756 FTG. 92397/99002/1A,UAP INC                       ,$32.00,2011-01-07,167147,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
C5355X12X8 FTG. 03466/99002/1HD,UAP INC                       ,$45.00,2011-01-07,167147,,11,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
C5515X8X10 FTG. 03466/99002/1HD,UAP INC                       ,$14.00,2011-01-07,167147,,16,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
2415A076 WATER PUMP O RING 94272/P56534/10,TOTALTRAC YUKON (2012) INC    ,$33.00,2011-01-07,167150,,9,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
2415H494 O-RING 94272/P56534/10,TOTALTRAC YUKON (2012) INC    ,$11.00,2011-01-07,167150,,14,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"VA150 NOZZLE WATER 1 1/2"" 80496/90117/15",CDYKPUMP,$72.00,2011-01-10,167152,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"ZC55L GLOVES,NITRILE 85921/SHOP/6 DAWSON",WHITEHORSE MOTORS LIMITED     ,$19.00,2011-01-10,167153,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"1C2Z¿4676AA SEAL,RR PINION 85277/058289/VGFNVAN/25 PLD CROW",WHITEHORSE MOTORS LIMITED     ,$24.00,2011-01-10,167153,,13,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
LCLRGC722 EMERGENCY LIGHTS 03104/P1600/1A,EECOL ELECTRIC CORP           ,$596.00,2011-03-01,167578,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
2C3Z-2B085-AA CALIPER ROCK GUARD 03158/P18249/1A,WHITEHORSE MOTORS LIMITED     ,$110.00,2011-03-03,167579,,14,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
5L8Z-4B416-AA LF AXLE SEAL 03259/46150/058551/1A,WHITEHORSE MOTORS LIMITED     ,$21.00,2011-03-03,167579,,15,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
BR3Z-4676-A REAR DIFF PINION SEAL 03259/46150/058551/1A,WHITEHORSE MOTORS LIMITED     ,$20.00,2011-03-03,167579,,17,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
F75Z-6730-BA OIL DRAIN PLUG 03164/47570/058573/1A,WHITEHORSE MOTORS LIMITED     ,$8.00,2011-03-03,167579,,19,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
FT180 TRANSMISSION FILTER 02938/P20550/1A,WHITEHORSE MOTORS LIMITED     ,$60.00,2011-03-03,167579,,21,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
JK61033 BELT 03043/47655/058678/1A,WHITEHORSE MOTORS LIMITED     ,$24.00,2011-03-03,167579,,26,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
14005061 BATTERY HOLD DOWN WEDGE 03075/46217/058461/1A,KLONDIKE MOTORS INC O/A       ,$5.00,2011-03-02,167580,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
CUT KEY CHARGE LINE 15 03160/45009/058553/1A,KLONDIKE MOTORS INC O/A       ,$4.00,2011-03-02,167580,,16,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
15898102 STEADY BRNG 03265/P20536/1A,KLONDIKE MOTORS INC O/A       ,$195.00,2011-03-02,167580,,22,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
525-002-0026 CABLE SAFETY WING 01012/23707/058523/1HD,FINNING INTERNATIONAL INC     ,$106.00,2011-03-02,167586,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
545-068-0002 CLEVIS SAFETY CABLE WING 01012/23707/058523/1HD,FINNING INTERNATIONAL INC     ,$44.00,2011-03-02,167586,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
5K5288 SEAL KIT 03444/P23158/2,FINNING INTERNATIONAL INC     ,$160.00,2011-03-02,167586,,8,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
6F4868 GASKET 91998/R21307/1HD,FINNING INTERNATIONAL INC     ,$5.00,2011-03-02,167586,,24,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"KML5303-14283 TAP TAPER 1/2"" NC 91869/0214-35/1T",CDACKLANDSWH,$24.00,2010-10-15,166437,,25,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
VWB2B CLY BURR 91545/SHOP/1T,CDSNAPONTOOL,$33.00,2010-10-18,166441,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
YF1Z-7E395-BA SHIFT CABLE 92325/40186/057736/1A,WHITEHORSE MOTORS LIMITED     ,$127.00,2010-10-18,166442,,23,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
SPN20860 WATER PUMP 92356/43069/057887/1A,UAP INC                       ,$55.00,2010-10-18,166446,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"86548FG080 REAR WIPER 16"" 92575/47580/058075/1A",CDWHHSUBARU,$17.00,2010-10-18,166448,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
BEARING CONE,PACESETTER TRADING COMPANY    ,$22.00,2010-10-18,166450,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"BEARING, STEADY",PACESETTER TRADING COMPANY    ,$46.00,2010-10-18,166451,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"BALL VALVE, 1/2""",AJAX STEEL LIMITED            ,$12.00,2010-10-18,166452,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"BLADE, 20"" ACCU FIT WIPER HOOK TYPE",UAP INC                       ,$33.00,2010-10-18,166457,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"CONDITIONER, DIESEL FUEL, 6 X 2L BOTT/CS",UAP INC                       ,$190.00,2010-10-18,166457,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"BATTERY, GROUP 48",UAP INC                       ,$106.00,2010-10-18,166457,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"SEALED BEAM, 12V PAR36 4.5""RD 35W",UAP INC                       ,$48.00,2010-10-18,166457,,10,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
U-JOINT,PACESETTER TRADING COMPANY    ,$48.00,2010-11-29,166812,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"SWITCH, SOLENOID",DON COX ENTERPRISES LTD O/A   ,$50.00,2010-11-29,166813,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"COVERALLS, BLUE, 100% COTTON 46REG",KLUANE KLEANERS LTD           ,$220.00,2010-11-29,166818,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
BELTS,NORTH 60 PETRO LTD            ,$108.00,2010-11-29,166819,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"CABLE TIE, 14 1/2"" STANDARD DUTY (100PK)",UAP INC                       ,$88.00,2010-11-29,166821,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
AIR FILTER PRIMARY,UAP INC                       ,$87.00,2010-11-29,166822,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"FILTER, HYDRAULIC **USE ITEM 14479**",UAP INC                       ,$24.00,2010-11-29,166822,,11,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"FILTER, AIR **DNR** USE ITEM 15927 FOR DEPLETION ONLY",UAP INC                       ,$13.00,2010-11-29,166822,,15,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"FAN, 24V DEFROST",INLAND KENWORTH               ,$198.00,2010-11-29,166827,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"5"" LAP CLAMP (STAINLESS STEEL)",INLAND KENWORTH               ,$126.00,2010-11-29,166827,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"MOTOR, HYDRAULIC SPINNER USE ITEM 16075",INLAND KENWORTH               ,$433.00,2010-11-29,166828,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"GASKET, STARTER FLANGE",INLAND KENWORTH               ,$12.00,2010-11-29,166831,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"SEAL, FWD PINION INPUT",INLAND KENWORTH               ,$42.00,2010-11-29,166831,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
COUPLERS QUICK DISCONNECT,INLAND KENWORTH               ,$140.00,2010-11-29,166832,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"P270532 EXHAUST RAIN CAP 2"" 75436/56494/057967/6",UAP INC                       ,$8.00,2010-11-29,166834,,8,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
C5205X8X12 FTG. 75382/99002/6,UAP INC                       ,$12.00,2010-11-30,166836,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
C5205X8X8 FTG. 75382/99002/6,UAP INC                       ,$26.00,2010-11-30,166836,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"WELDING ROD, E7018 3/32 2.5MM 22LB BOX",CDNIS,$204.00,2011-01-10,167161,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"ALTERNATOR, 24V $340.00 + $60.00 CORE",CDNIS,$376.00,2011-01-10,167161,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"COVERALLS, BLUE, 100% COTTON 44REG",KLUANE KLEANERS LTD           ,$110.00,2011-01-10,167165,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
THERMOSTAT 195 DEGREES,UAP INC                       ,$22.00,2011-01-10,167170,,12,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"BULB, 9005 HALOGEN",UAP INC                       ,$12.00,2011-01-10,167170,,17,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"ANTIFREEZE, GAS LINE 150ML 40 X 150ML SAFE FOR FUEL INJECTION",UAP INC                       ,$420.00,2011-01-10,167170,,20,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
AIR FILTER-PRIMARY.,UAP INC                       ,$20.00,2011-01-10,167171,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
FILTER-FUEL/PRIMARY,UAP INC                       ,$70.00,2011-01-10,167171,,8,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"ALARM, LIGHT DUTY BACKUP, 12/24V",UAP INC                       ,$42.00,2011-01-10,167172,,10,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"KIT, WATER PUMP DRIVE SEAL",INLAND KENWORTH               ,$125.00,2011-01-10,167177,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"564863 EMERY CLOTH 2"" X 50 YD. 80889/99000/15.",CDNIS,$28.00,2010-04-19,164885,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"367889A1 WINDSHIELD,CTR. 85137/P21330/29",INLAND KENWORTH               ,$396.00,2010-04-19,164888,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"791006RMAN CLUTCH,FAN 75704/P11244/16 STEWART X¿ING",INLAND KENWORTH               ,$779.00,2010-04-19,164888,,12,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
3E-9844 10W30 OIL 20L 80900/99001/15,FINNING INTERNATIONAL INC     ,$89.00,2010-04-20,164889,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
2701539 O-RING KIT 89491/SHOP/1HD,FINNING INTERNATIONAL INC     ,$292.00,2010-04-20,164889,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
2710459 O-RING KIT 89491/SHOP/1HD,FINNING INTERNATIONAL INC     ,$672.00,2010-04-20,164889,,7,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
YTG ENVIRO TIRE TAX 12508/1HD/AVIVONE,BRIDGESTONE CANADA INC        ,$10.00,2010-05-05,164890,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
CC2000-20 JACK ASSY FOR CLUTCH CADDY. 88801/0214-35/1T.,KIENE DIESEL ACCESSORIES INC  ,$130.00,2010-04-20,164893,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
C5229 X 10 FTGS 89923/99002/1HD.,UAP INC                       ,$34.00,2010-04-20,164894,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
UNLOADER VALVE KIT FITS 15268-15273,DON COX ENTERPRISES LTD O/A   ,$54.00,2010-04-20,164898,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"BOLT, DOME HEAD PLOW, 5/8""NC X 2 1/2""",CDNIS,$400.00,2010-04-20,164899,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"GLADHAND, DUMMY, AIR BRAKE",UAP INC                       ,$36.00,2010-04-20,164901,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
FILTER-FUEL/SECONDARY *SEE IDL*,UAP INC                       ,$40.00,2010-04-20,164903,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
64340 LAMP HOUSINGS 92202/18505/057685/1A,UAP INC                       ,$30.00,2010-09-03,166064,,16,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"838003 1/4"" LOOM 92216/18506/057686/1A",UAP INC                       ,$7.00,2010-09-03,166064,,29,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"838000 3/8"" LOOM 92216/18506/057686/1A",UAP INC                       ,$8.00,2010-09-03,166064,,30,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"838003 1/4"" LOOM 92217/18505/057685/1A",UAP INC                       ,$7.00,2010-09-03,166064,,31,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
4970-FS COVERS 87165/P3400/1E,EECOL ELECTRIC CORP           ,$24.00,2010-09-07,166066,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
QO3100 100 AMP 3PHASE BREAKER 87166/PSHOOP/1E,EECOL ELECTRIC CORP           ,$170.00,2010-09-07,166066,,10,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
CIFSU1/2 BOX 87166/PSHOP/1E,EECOL ELECTRIC CORP           ,$14.00,2010-09-07,166066,,15,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"P20-6336 PIPE EXHAUST 4"" X 10' 90021/P56547/1HD",UAP INC                       ,$63.00,2010-09-07,166068,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"1/4"" X 1 1/2"" X 20' FLAT BAR 91815/P53553/1HD",AJAX STEEL LIMITED            ,$48.00,2010-09-07,166070,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"1/4"" X 1 1/2"" X 1 1/2"" X 20' ANGLE IRON 91817/P53518/1HD",AJAX STEEL LIMITED            ,$116.00,2010-09-07,166070,,21,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
MGP-08-010 GLOVES MECHANIX LARGE RED 91851/0214-35/1T,UAP INC                       ,$154.00,2010-09-07,166071,,10,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
22060 SENSOR OXYGEN 92352/46105/057840/1A,UAP INC                       ,$69.00,2010-09-07,166071,,11,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"76400 1"" KEY RINGS 93628/99000/1A",LOCKSMITH SERVICES LTD        ,$69.00,2010-09-07,166073,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
R11402 GLADHAND DUMMY 91557/15297/057180/1HD,INLAND KENWORTH               ,$18.00,2010-09-07,166075,,9,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
95396 CABLE E BRAKE L.H 87098/P19546/1A,UAP INC                       ,$33.00,2010-05-07,165056,,17,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
83258A CALIPER HARDWARE KIT 86825/P20693/1A,UAP INC                       ,$17.00,2010-05-07,165056,,19,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
FW-15-LH MOUNTING BRACKET LH 89487/P50187/1HD,BLAIRMORE PRECISION MACHINING ,"$2,707.00",2010-05-20,165058,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
3913287 GASKET 89980/90113/056621/1HD,INLAND KENWORTH               ,$23.00,2010-05-10,165064,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
AIR FREIGHT LINES 1-2 89980/90113/056621/1HD,INLAND KENWORTH               ,$62.00,2010-05-10,165064,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
3940245 GASKET-AIR COMPRESSOR GEAR HOUSE89983/90113/056612/1HD,INLAND KENWORTH               ,$9.00,2010-05-10,165064,,9,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
4955421RX# CORE CHARGE LINE 10 88778/p15290/1hd,INLAND KENWORTH               ,$146.00,2010-05-10,165064,,11,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
186780CUM SEAL 89947/P11269/1HD,INLAND KENWORTH               ,$16.00,2010-05-10,165064,,17,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
4024778 SEAL KIT 89898/P23182/1HD,INLAND KENWORTH               ,$405.00,2010-05-10,165064,,22,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
AIR FREIGHT LINE 24 88961/P16268/1HD,INLAND KENWORTH               ,$57.00,2010-05-10,165064,,25,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
C5129X10 CAPS 88820/99002/1TR,UAP INC                       ,$40.00,2010-05-10,165066,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
C3309X8 FITTINGS 89885/P16271/1HD,UAP INC                       ,$75.00,2010-05-10,165066,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
12192133 IGNITION WIRE LEAD 87024/P20671/1A,KLONDIKE MOTORS INC O/A       ,$30.00,2010-05-11,165067,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
12570307 SEAL THERMOSTAT COOLANT 87022/P20671/1A,KLONDIKE MOTORS INC O/A       ,$5.00,2010-05-11,165067,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
9418356 BRG. FRONT PINION 87073/46038/056736/1A,KLONDIKE MOTORS INC O/A       ,$41.00,2010-05-11,165067,,21,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
26064030 SEAL REAR PINION 87073/46038/056736/1A,KLONDIKE MOTORS INC O/A       ,$27.00,2010-05-11,165067,,24,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
15109390 DRIVELINE REAR 87073/46038/056737/1A,KLONDIKE MOTORS INC O/A       ,"$1,451.00",2010-05-11,165067,,25,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
780065404 P215/65R16 GDYR ULTRA GRIP ICE47606/542417/G2/AVIVONE,GOODYEAR CANADA INC           ,$624.00,2010-06-03,165068,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
